"id","zipcode","city","combi","agent_id","agent_name","agent_phone","agency_name","agency_address"
1162,2822,"Courroux","2822 Courroux","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1163,2823,"Courcelon","2823 Courcelon","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1164,2824,"Vicques","2824 Vicques","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1165,2825,"Courchapoix","2825 Courchapoix","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1166,2826,"Corban","2826 Corban","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1167,2827,"Mervelier","2827 Mervelier","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1168,2827,"Schelten","2827 Schelten","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1169,2828,"Montsevelier","2828 Montsevelier","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1170,2829,"Vermes","2829 Vermes","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1171,2830,"Courrendlin","2830 Courrendlin","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1172,2830,"Vellerat","2830 Vellerat","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1173,2832,"Rebeuvelier","2832 Rebeuvelier","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1174,2842,"Rossemaison","2842 Rossemaison","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1175,2843,"Châtillon JU","2843 Châtillon JU","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1176,2852,"Courtételle","2852 Courtételle","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1177,2853,"Courfaivre","2853 Courfaivre","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1178,2854,"Bassecourt","2854 Bassecourt","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1179,2855,"Glovelier","2855 Glovelier","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1180,2856,"Boécourt","2856 Boécourt","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1181,2857,"Montavon","2857 Montavon","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1182,2863,"Undervelier","2863 Undervelier","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1183,2864,"Soulce","2864 Soulce","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1184,2873,"Saulcy","2873 Saulcy","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1185,2882,"St-Ursanne","2882 St-Ursanne","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1186,2883,"Montmelon","2883 Montmelon","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1187,2884,"Montenol","2884 Montenol","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1188,2885,"Epauvillers","2885 Epauvillers","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1189,2886,"Epiquerez","2886 Epiquerez","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1190,2887,"Soubey","2887 Soubey","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1191,2888,"Seleute","2888 Seleute","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1192,2889,"Ocourt","2889 Ocourt","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1193,2900,"Porrentruy","2900 Porrentruy","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1194,2902,"Fontenais","2902 Fontenais","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1195,2903,"Villars-Fontenais","2903 Villars-Fontenais","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1196,2904,"Bressaucourt","2904 Bressaucourt","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1197,2905,"Courtedoux","2905 Courtedoux","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1198,2906,"Chevenez","2906 Chevenez","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1199,2907,"Rocourt","2907 Rocourt","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1200,2908,"Grandfontaine","2908 Grandfontaine","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1201,2912,"RéclÁre","2912 RéclÁre","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1202,2912,"Roche-d'Or","2912 Roche-d'Or","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1203,2914,"Damvant","2914 Damvant","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1204,2915,"Bure","2915 Bure","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1205,2916,"Fahy","2916 Fahy","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1206,2922,"Courchavon","2922 Courchavon","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1207,2923,"Courtemaîche","2923 Courtemaîche","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1208,2924,"Montignez","2924 Montignez","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1209,2925,"Buix","2925 Buix","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1210,2926,"Boncourt","2926 Boncourt","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1211,2932,"Coeuve","2932 Coeuve","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1212,2933,"Damphreux","2933 Damphreux","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1213,2933,"Lugnez","2933 Lugnez","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1214,2935,"Beurnevésin","2935 Beurnevésin","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1215,2942,"Alle","2942 Alle","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1216,2943,"Vendlincourt","2943 Vendlincourt","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1217,2944,"Bonfol","2944 Bonfol","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1218,2946,"Miécourt","2946 Miécourt","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1219,2947,"Charmoille","2947 Charmoille","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1220,2950,"Courgenay","2950 Courgenay","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1221,2950,"Courtemautruy","2950 Courtemautruy","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1222,2952,"Cornol","2952 Cornol","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1223,2953,"Fregiécourt","2953 Fregiécourt","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1224,2953,"Pleujouse","2953 Pleujouse","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1225,2954,"Asuel","2954 Asuel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1226,3004,"Bern","3004 Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1227,3005,"Bern","3005 Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1228,3006,"Bern","3006 Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1229,3007,"Bern","3007 Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1230,3008,"Bern","3008 Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1231,3010,"Bern","3010 Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1232,3011,"Bern","3011 Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1233,3012,"Bern","3012 Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1234,3013,"Bern","3013 Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1235,3014,"Bern","3014 Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1236,3015,"Bern","3015 Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1237,3018,"Bern","3018 Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1238,3019,"Bern","3019 Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1239,3020,"Bern","3020 Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1240,3027,"Bern","3027 Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1241,3032,"Hinterkappelen","3032 Hinterkappelen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1242,3033,"Wohlen b. Bern","3033 Wohlen b. Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1243,3034,"Murzelen","3034 Murzelen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1244,3035,"Frieswil","3035 Frieswil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1245,3036,"Detligen","3036 Detligen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1246,3037,"Herrenschwanden","3037 Herrenschwanden","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1247,3038,"Kirchlindach","3038 Kirchlindach","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1248,3042,"Ortschwaben","3042 Ortschwaben","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1249,3043,"Uettligen","3043 Uettligen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1250,3044,"Innerberg","3044 Innerberg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1251,3045,"Meikirch","3045 Meikirch","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1252,3046,"Wahlendorf","3046 Wahlendorf","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1253,3047,"Bremgarten b. Bern","3047 Bremgarten b. Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1254,3048,"Worblaufen","3048 Worblaufen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1255,3049,"Säriswil","3049 Säriswil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1256,3052,"Zollikofen","3052 Zollikofen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1257,3053,"Deisswil Mbuchsee","3053 Deisswil Mbuchsee","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1258,3053,"Diemerswil","3053 Diemerswil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1259,3053,"Lätti","3053 Lätti","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1260,3053,"Münchenbuchsee","3053 Münchenbuchsee","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1261,3053,"Wiggiswil","3053 Wiggiswil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1262,3054,"Schüpfen","3054 Schüpfen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1263,3063,"Ittigen","3063 Ittigen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1264,3065,"Bolligen","3065 Bolligen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1265,3066,"Stettlen","3066 Stettlen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1266,3067,"Boll","3067 Boll","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1267,3068,"Utzigen","3068 Utzigen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1268,3072,"Ostermundigen","3072 Ostermundigen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1269,3073,"Gümligen","3073 Gümligen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1270,3074,"Muri b. Bern","3074 Muri b. Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1271,3075,"Rüfenacht BE","3075 Rüfenacht BE","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1272,3075,"Vielbringen Worb","3075 Vielbringen Worb","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1273,3076,"Worb","3076 Worb","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1274,3077,"Enggistein","3077 Enggistein","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1275,3078,"Richigen","3078 Richigen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1276,3082,"Schlosswil","3082 Schlosswil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1277,3083,"Trimstein","3083 Trimstein","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1278,3084,"Wabern","3084 Wabern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1279,3086,"Englisberg","3086 Englisberg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1280,3086,"Zimmerwald","3086 Zimmerwald","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1281,3087,"Niedermuhlern","3087 Niedermuhlern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1282,3088,"Oberbütschel","3088 Oberbütschel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1283,3088,"Rüeggisberg","3088 Rüeggisberg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1284,3089,"Hinterfultigen","3089 Hinterfultigen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1285,3095,"Spiegel b. Bern","3095 Spiegel b. Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1286,3096,"Oberbalm","3096 Oberbalm","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1287,3097,"Liebefeld","3097 Liebefeld","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1288,3098,"Köniz","3098 Köniz","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1289,3098,"Schliern b. Köniz","3098 Schliern b. Köniz","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1290,3099,"Rüti b. Riggisberg","3099 Rüti b. Riggisberg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1291,3110,"Münsingen","3110 Münsingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1292,3111,"Tägertschi","3111 Tägertschi","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1293,3112,"Allmendingen b. BE","3112 Allmendingen b. BE","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1294,3113,"Rubigen","3113 Rubigen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1295,3114,"Wichtrach","3114 Wichtrach","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1296,3115,"Gerzensee","3115 Gerzensee","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1297,3116,"Kirchdorf BE","3116 Kirchdorf BE","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1298,3116,"Mühledorf BE","3116 Mühledorf BE","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1299,3116,"Noflen BE","3116 Noflen BE","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1300,3122,"Kehrsatz","3122 Kehrsatz","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1301,3123,"Belp","3123 Belp","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1302,3124,"Belpberg","3124 Belpberg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1303,3125,"Toffen","3125 Toffen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1304,3126,"Gelterfingen","3126 Gelterfingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1305,3126,"Kaufdorf","3126 Kaufdorf","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1306,3127,"Lohnstorf","3127 Lohnstorf","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1307,3127,"Mühlethurnen","3127 Mühlethurnen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1308,3128,"Kirchenthurnen","3128 Kirchenthurnen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1309,3128,"Rümligen","3128 Rümligen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1310,3132,"Riggisberg","3132 Riggisberg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1311,3144,"Gasel","3144 Gasel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1312,3145,"Niederscherli","3145 Niederscherli","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1313,3147,"Mittelhäusern","3147 Mittelhäusern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1314,3148,"Lanzenhäusern","3148 Lanzenhäusern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1315,3150,"Schwarzenburg","3150 Schwarzenburg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1316,3152,"Mamishaus","3152 Mamishaus","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1317,3153,"Rüschegg Gambach","3153 Rüschegg Gambach","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1318,3154,"Rüschegg Heubach","3154 Rüschegg Heubach","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1319,3155,"Helgisried","3155 Helgisried","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1320,3156,"Riffenmatt","3156 Riffenmatt","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1321,3157,"Milken","3157 Milken","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1322,3158,"Guggisberg","3158 Guggisberg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1323,3159,"Riedstätt","3159 Riedstätt","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1324,3172,"Niederwangen BE","3172 Niederwangen BE","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1325,3173,"Oberwangen b. Bern","3173 Oberwangen b. Bern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1326,3174,"Thörishaus","3174 Thörishaus","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1327,3175,"Flamatt","3175 Flamatt","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1328,3176,"Neuenegg","3176 Neuenegg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1329,3177,"Laupen BE","3177 Laupen BE","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1330,3178,"Bösingen","3178 Bösingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1331,3179,"Kriechenwil","3179 Kriechenwil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1332,3182,"Ueberstorf","3182 Ueberstorf","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1333,3183,"Albligen","3183 Albligen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1334,3184,"Wünnewil","3184 Wünnewil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1335,3185,"Schmitten FR","3185 Schmitten FR","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1336,3186,"Düdingen","3186 Düdingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1337,3202,"Frauenkappelen","3202 Frauenkappelen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1338,3203,"Mühleberg","3203 Mühleberg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1339,3204,"Rosshäusern","3204 Rosshäusern","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1340,3205,"Gümmenen","3205 Gümmenen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1341,3206,"Biberen","3206 Biberen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1342,3206,"Ferenbalm","3206 Ferenbalm","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1343,3206,"Gammen","3206 Gammen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1344,3206,"Rizenbach","3206 Rizenbach","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1345,3206,"Wallenbuch","3206 Wallenbuch","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1346,3207,"Golaten","3207 Golaten","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1347,3207,"Wileroltigen","3207 Wileroltigen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1348,3208,"Gurbrü","3208 Gurbrü","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
